"ID","f1","f2","f3","amp11","amp12","amp13","amp14","amp21","amp22","amp23","amp24","amp31","amp32","amp33","amp34","phi12","phi13","phi14","phi21","phi22","phi23","phi24","phi31","phi32","phi33","phi34","trend","varrat","varred","CLASS"
"HIP 100287            ",12.58782769,12.29172979,7.97087415,0.0079,7e-04,0.0012,0.0031,0.006,0.0023,0.0017,7e-04,0.0054,8e-04,3e-04,0.0019,2.7991,-2.0116,-0.1788,1.0069,0.6839,-1.6758,-1.1579,-1.1941,2.2675,-2.3023,-1.6563,0,0.7132,0.6601,"WR"
"HIP 3415              ",11.62639558,15.2500257,8.34664327,0.0241,0.0125,0.0088,0.0067,0.0188,0.0022,0.0078,0.0021,0.0167,0.0072,0.0073,0.0092,1.2818,0.468,2.5098,-1.0489,0.0541,1.1771,2.2964,1.0441,-1.4322,2.4635,-1.3591,0,0.7151,0.5858,"WR"
"HIP 88597             ",0.40859427,12.30163929,8.30601056,0.0214,0.0097,0.0083,0.0038,0.0117,0.0031,0.0082,0.0037,0.0083,0.0044,0.0036,0.0057,0.2482,3.0926,0.8643,3.0131,-1.1171,1.7144,-0.0235,2.8693,1.675,-2.4956,2.7374,0,0.5098,0.8682,"WR"
"HIP 43778             ",13.51739992,11.4335588,14.56297508,0.012,0.006,0.0021,0.0045,0.0087,0.0031,0.003,9e-04,0.0096,0.0021,0.0027,0.0026,0.5587,0.0548,0.2065,-2.1233,1.7614,-2.0339,1.728,3.053,-2.2765,-0.2127,-0.8371,0,0.7211,0.5786,"WR"
"HIP 75863             ",0.40955999,14.84980515,9.59907369,0.0244,0.0135,0.0059,0.011,0.018,0.0057,0.0031,0.0029,0.0149,0.0049,0.0078,0.0027,0.5687,-0.9674,-1.0065,2.7272,-0.1755,-2.6828,-1.1225,-0.4327,-0.941,-2.4916,2.0938,0,0.6168,0.7503,"WR"
"HIP 35378             ",10.75637384,5.63532951,11.42934319,0.0379,0.0071,0.0127,0.0047,0.0311,0.0088,0.0068,0.0116,0.0235,0.0124,0.0145,0.0015,2.2602,3.0369,-2.6035,2.6643,2.7693,-1.7166,-2.363,-2.2389,0.1726,-1.9851,-0.6997,0,0.7338,0.6043,"WR"
"HD 50896              ",0.23793706,1.31053487,1.53184723,0.022,0.0085,0.0086,0.007,0.0121,0.0032,0.0027,0.0011,0.0076,0.0038,0.0029,0.0012,2.456,-2.5944,0.3005,-2.4314,2.9076,-2.8632,-0.2893,-1.1624,0.6233,-0.4494,-0.5234,0,0.3686,0.8921,"PVSG"
"HD 86161              ",3.10311107,34.23245475,59.87413952,0.0059,0.0016,7e-04,0.0027,0.0017,0.0014,9e-04,8e-04,0.0017,0.0013,2e-04,5e-04,-0.9756,-2.6007,2.5738,-0.3481,-2.3313,1.1521,-2.1544,2.1684,2.2329,-2.2558,-1.7693,0,0.2434,0.8912,"PVSG"
"HD 93131              ",1.72423062,91.44373605,75.57393781,0.0027,0.0014,4e-04,4e-04,0.001,3e-04,2e-04,8e-04,7e-04,5e-04,7e-04,2e-04,2.3162,-1.4141,-0.4266,-1.0794,0.3978,2.9792,0.2204,-0.4983,2.2652,1.3079,1.5379,0,0.6557,0.6393,"PVSG"
"HD 96548              ",0.1489226,0.26890444,0.67692705,0.0353,0.0049,0.0169,0.0102,0.0204,0.0083,0.0102,0.0075,0.0119,0.0027,0.0075,0.0034,2.8958,2.3831,-0.8749,0.5684,-0.2688,-2.0758,-3.0915,-0.6946,2.5716,2.6379,-0.2342,0,0.4638,0.9393,"PVSG"
"HD 115473             ",0.00133917,3.96082959,2.38217362,0.1283,0.1585,0.045,0.0788,0.0027,5e-04,4e-04,6e-04,0.0025,4e-04,4e-04,3e-04,-1.9121,-3.1103,0.9354,-2.9782,-1.3312,1.0555,-1.3544,-0.0267,1.9999,2.4461,-0.5667,0,0.3643,0.9982,"PVSG"
"HD 136488             ",0.02146467,5.02987836,0.48083853,0.0579,0.016,0.0099,0.0221,0.007,7e-04,0.0016,6e-04,0.0064,0.0136,0.0114,0.0061,-2.2999,2.1317,0.0085,-1.044,-3.0326,1.9992,-1.4292,2.2635,1.1274,-2.0372,-2.6239,0,0.2898,0.9605,"PVSG"
"HD 143414             ",3.63309799,20.57052757,6.78655438,0.0119,8e-04,4e-04,0.0024,0.003,0.0014,0.0015,0.0015,0.0063,0.0026,5e-04,0.001,-2.3257,-2.7081,-0.6282,1.249,-1.4963,-1.8247,2.8783,-1.8732,0.643,2.13,0.0868,0,0.2898,0.8994,"PVSG"
"HD 151932             ",0.15979924,2.76248618,40.75465233,0.0124,0.003,0.0011,0.0088,0.0065,0.001,0.0016,0.0011,0.0039,9e-04,3e-04,8e-04,-1.9431,-2.8993,2.9987,1.2846,2.2645,1.1074,0.2146,-1.3188,-2.6994,0.5059,1.87,0,0.2722,0.9241,"PVSG"
"HD 156385             ",0.17078453,51.75884648,43.68972774,0.0462,0.0047,0.0367,0.0192,0.001,2e-04,5e-04,5e-04,0.001,3e-04,7e-04,3e-04,0.0405,-1.741,2.0719,2.9017,2.7091,0.4288,-1.9119,-1.3835,-0.0604,-1.6139,-0.6932,0,0.3269,0.9956,"PVSG"
"HD 165763             ",3.07001347,8.42645664,13.41649633,0.0037,0.0015,5e-04,2e-04,0.0033,5e-04,6e-04,3e-04,0.0024,1e-04,4e-04,9e-04,-2.5775,-0.4949,-2.0971,0.286,-1.1057,-1.4879,2.536,0.164,1.6304,-0.9019,2.3912,0,0.6996,0.6583,"PVSG"
"HD 168206             ",0.03907277,0.30284276,8.58281655,0.0073,0.0038,0.0027,0.0015,0.0045,0.0038,0.0013,0.0013,0.0058,0.001,8e-04,8e-04,-0.0746,-1.4075,1.4529,-2.4489,3.1146,-0.0964,-2.8431,0.054,-2.4538,-0.4399,-1.082,0,0.5587,0.848,"PVSG"
"HD 30076              ",0.00026883,1.79773725,0.88218993,2.0987,1.5958,1.0296,0.4181,0.018,0.0132,0.0024,0.0056,0.0193,0.0051,0.0086,0.0096,1.7963,-2.8221,-1.2849,-0.1651,2.6782,-1.5678,-2.3241,-0.8453,-2.9186,0.4463,2.5906,0,0.2536,0.9998,"BE"
"                      ",0.99892992,12.79167162,38.1231884,0.0311,0.0145,0.0063,0.0074,0.0069,0.0016,0.0034,0.002,0.0062,0.0014,0.0017,3e-04,1.7201,-0.2622,1.1726,2.3986,1.1541,-2.5827,1.8693,-0.3533,2.0014,-0.1027,-2.5504,0,0.3259,0.9185,"BE"
"                      ",0.01972686,2.09500078,0.5271247,0.0108,0.0127,0.0132,0.0112,0.0178,0.0021,0.0038,9e-04,0.012,0.0094,0.0023,0.0021,-2.1065,-0.263,0.7503,-0.729,-2.555,0.2029,1.8188,1.5465,-0.0287,2.7854,-2.816,0,0.3515,0.9364,"BE"
"HD 48917              ",0.0129465,0.00607622,0.7325473,0.0366,0.001,0.0048,0.0064,0.0325,0.0152,0.0055,0.017,0.0106,0.004,0.0023,0.0018,-0.0484,1.8015,-0.9036,3.1169,-0.9819,-1.5365,-2.0965,-2.1056,1.7359,2.7959,-2.6554,0,0.4813,0.8533,"BE"
"HD 54309              ",0.00082155,1.06363945,0.90434913,0.3132,0.3085,0.124,0.0703,0.0287,0.0028,0.0061,0.0035,0.0267,4e-04,0.002,0.0047,-1.1742,-2.4083,2.962,0.3159,-1.4341,-2.9047,1.94,-2.205,-1.9931,2.2635,1.3598,0,0.1507,0.9951,"BE"
"HD 77320              ",0.5133382,1.6157087,3.36009003,0.0133,0.0041,0.0015,0.0044,0.0143,0.0059,8e-04,0.0037,0.0099,0.0022,0.0012,7e-04,1.8478,2.2144,-0.75,1.7668,-1.0612,-2.8785,-2.7278,-1.0526,-1.5991,2.9441,-1.1762,0,0.6519,0.5563,"BE"
"HD 142983             ",0.00128298,2.00137023,0.11384349,0.1378,0.0321,0.064,0.0264,0.0426,0.0253,0.0122,0.0085,0.0159,0.0095,0.0072,0.002,0.1671,1.866,-2.8143,-0.225,1.2326,2.4171,-2.2014,-0.6508,-2.5184,1.8172,2.1222,0,0.2937,0.9547,"BE"
"HD 157042             ",0.0039156,1.78611768,2.02561824,0.0143,0.0217,0.0156,0.0129,0.0137,0.0021,0.0019,9e-04,0.0111,0.0012,0.0016,0.0014,1.5011,1.7575,2.3497,-1.4866,-1.6448,2.9154,-1.3644,-2.9939,-1.3903,2.2211,2.6411,0,0.5147,0.7127,"BE"
"HD 166596             ",1.18382027,1.61346207,1.20408483,0.0121,0.0024,0.0018,0.0017,0.0102,0.0032,0.0024,0.0062,0.0099,0.0032,0.0045,0.003,0.8905,2.7992,-0.8244,2.6956,-2.8484,1.4771,1.9628,1.4313,0.6712,0.6719,-2.88,0,0.7302,0.7271,"BE"
"HD 205637             ",0.00031142,1.05220674,2.01777673,2.9385,2.012,1.0956,0.4127,0.0225,0.0059,0.0029,0.002,0.011,5e-04,5e-04,0.0025,-1.7229,3.0844,1.2245,0.1012,2.6726,-0.7142,-0.3546,2.7931,1.5987,1.976,-2.7945,0,0.1746,0.9999,"BE"
"HD 209409             ",0.37917738,2.716254,8.08746373,0.0085,0.0024,0.0019,0.0013,0.003,0.0012,0.0012,0.0011,0.002,4e-04,7e-04,6e-04,-1.0532,-1.1916,-2.0472,1.6806,2.7848,-2.1485,-0.4403,-0.8246,1.9759,2.7024,2.7463,0,0.3736,0.8475,"BE"
"HD 209522             ",1.50394012,1.46056251,1.01601052,0.0069,0.0019,0.0016,9e-04,0.0042,0.002,2e-04,0.0014,0.0039,5e-04,7e-04,9e-04,-2.5363,-2.9531,2.1269,0.3412,-0.803,0.8222,-2.4236,0.0935,1.5233,0.5708,3.0198,0,0.6552,0.5909,"BE"
"                      ",0.49931932,2.31436789,1.02952512,0.0908,0.0284,0.0364,0.0192,0.0327,0.0026,0.0031,0.0023,0.0267,7e-04,0.003,0.0049,-1.0808,3.073,1.653,-2.7466,-1.0804,2.2815,-2.7486,-0.2445,0.8338,-3.1094,1.618,0,0.204,0.9161,"BCEP"
"                      ",0.7921213,1.00304395,19.00218337,0.012,0.006,0.003,5e-04,0.1293,0.0594,0.0741,0.0338,0.0049,0.0023,5e-04,0.0028,1.0827,0.2191,-0.3594,-0.1136,1.8698,-2.8163,-0.1275,-1.232,-2.0161,-2.7286,1.3756,0,0.3784,0.9666,"BCEP"
"HD 46328              ",4.77151382,0.00457162,1.20143776,0.017,0.0015,2e-04,1e-04,0.1129,0.0965,0.0701,0.0247,0.0026,2e-04,3e-04,6e-04,1.8426,-1.4523,-3.0584,2.0792,-0.5374,-3.0517,0.8775,1.9538,2.8341,-1.961,1.0139,0,0.1024,0.9975,"BCEP"
"HD 50707              ",5.42162165,5.17782789,0.22054532,0.0052,0.0018,2e-04,2e-04,0.0025,2e-04,5e-04,6e-04,0.0018,4e-04,0.001,2e-04,-0.0095,-1.4663,-0.168,-1.1184,0.5755,-2.4852,-3.0708,3.0657,-1.9994,-0.0254,-0.6075,0,0.4885,0.6768,"BCEP"
"HD 52918              ",5.23005375,0.61174091,1.52750159,0.0185,0.0012,0.0011,0.0012,0.011,5e-04,0.0025,0.0032,0.0123,0.005,0.0032,0.0031,0.2739,-2.1346,-0.859,1.2202,2.0368,-2.9186,0.9687,-2.1135,0.002,2.4791,-1.9173,0,0.5308,0.8314,"BCEP"
"HD 61068              ",6.01187935,6.06694738,5.97770779,0.0099,7e-04,5e-04,5e-04,0.0062,5e-04,0.001,0.001,0.0035,7e-04,4e-04,4e-04,-2.0177,-2.4854,2.448,0.6398,-0.98,2.8483,-0.8824,-0.8454,1.2923,-0.7694,-2.0934,0,0.482,0.7475,"BCEP"
"HD 63949              ",7.01403786,1.79232992,14.95161538,0.003,8e-04,0.0012,0.0015,0.0032,0.0015,8e-04,9e-04,0.0026,0.0017,6e-04,8e-04,-0.8163,-2.2591,-1.3167,-1.6564,-0.4489,1.1956,1.8549,-1.353,2.7641,1.6258,-1.5332,0,0.69,0.6858,"BCEP"
"HD 64365              ",4.92745347,0.36615853,5.27006925,0.0049,5e-04,4e-04,0.0014,0.0048,6e-04,0.002,0.001,0.0043,1e-04,4e-04,8e-04,-0.5995,0.4924,-0.0042,1.3955,-0.785,1.8893,1.8485,-1.9439,-2.5381,0.9715,1.809,0,0.7784,0.5548,"BCEP"
"HD 64722              ",9.66896353,7.60051808,0.73447402,0.0054,3e-04,1e-04,7e-04,0.003,8e-04,3e-04,8e-04,0.0025,0.0019,9e-04,7e-04,-0.9604,-2.4348,2.6549,-1.9027,2.4999,1.8407,2.5501,0.5838,-0.2925,0.9368,2.8016,0,0.5273,0.7446,"BCEP"
"HD 74280              ",0.08617457,0.08597987,0.03696719,0.0082,0.0013,0.0023,5e-04,0.0061,0.0019,0.0034,3e-04,0.0028,0.0018,6e-04,0.001,-2.5601,1.8946,2.692,-0.1367,-3.1154,0.7945,2.2226,0.2092,1.1717,-2.7918,-1.3059,0,0.6833,0.7043,"BCEP"
"HD 78616              ",4.63630178,0.74774398,5.56450501,0.0308,0.0068,0.0018,0.0011,0.0061,4e-04,7e-04,0.0017,0.004,0.001,8e-04,4e-04,1.6218,1.6169,-1.8983,1.404,3.1261,0.9376,1.8326,2.7346,-3.1224,0.576,-2.1579,0,0.1032,0.9379,"BCEP"
"HD 112481             ",3.92868232,2.61518249,3.85998063,0.0167,0.0014,3e-04,1e-04,0.0033,0.0016,7e-04,6e-04,0.0033,5e-04,0.0012,8e-04,-0.4834,-1.2173,3.0245,1.7223,2.0073,-2.4919,1.9131,1.8891,-1.0512,-1.1569,-1.9578,0,0.1864,0.8806,"BCEP"
"HD 126341             ",5.77968879,8.52150392,5.07591159,0.0165,0.0012,0.0015,4e-04,0.0043,0.0011,5e-04,6e-04,0.0023,0.0018,6e-04,5e-04,1.768,1.7685,0.07,-1.9436,-2.8867,2.742,2.2222,-0.2599,-2.4336,-0.5284,2.0183,0,0.1108,0.966,"BCEP"
"HD 145794             ",6.2536421,5.21012597,1.74766337,0.014,0.0012,2e-04,9e-04,0.0038,6e-04,4e-04,9e-04,0.0024,4e-04,9e-04,4e-04,-2.1472,0.325,-2.5686,2.4799,-0.2294,1.34,-2.8064,2.8553,-0.8485,-0.8366,0.861,0,0.3078,0.7883,"BCEP"
"HD 147985             ",7.55833289,6.90012981,6.38348553,0.0211,0.0015,4e-04,0.001,0.0099,5e-04,5e-04,6e-04,0.006,9e-04,1e-04,0.0016,2.1693,-3.0445,1.3829,-3.1028,1.4776,-2.5035,2.8638,2.0756,-0.3046,0.402,-1.5101,0,0.3349,0.8858,"BCEP"
"HD 156662             ",5.89064017,5.30406983,5.92127116,0.0066,6e-04,6e-04,3e-04,0.0063,5e-04,4e-04,4e-04,0.0051,4e-04,5e-04,4e-04,-2.4993,0.2463,0.3306,0.1631,3.1203,-0.8803,1.2177,0.7111,1.2977,-1.8143,1.2037,0,0.6337,0.6957,"BCEP"
"HD 166540             ",4.29195618,5.31204414,5.58448137,0.013,8e-04,7e-04,4e-04,0.0073,0.0011,7e-04,7e-04,0.0043,0.001,5e-04,5e-04,2.6332,2.8827,-1.3163,-0.3737,-2.4355,0.2195,-3.0504,1.5856,-2.3751,-1.5504,-0.396,0,0.5261,0.7382,"BCEP"
"HD 204076             ",0.2754415,1.3070811,2.00178596,0.0165,0.0024,0.001,0.0015,0.0035,0.0021,8e-04,5e-04,0.003,0.0012,3e-04,3e-04,2.6157,2.4472,2.3741,1.2033,-1.3524,-2.2608,1.6216,-2.7688,-0.1079,1.7098,-1.7345,0,0.3226,0.7498,"BCEP"
"HD 107447             ",0.14850008,0.0035096,2.0572855,0.2122,0.0627,0.0095,0.0061,0.0446,0.0337,0.0224,0.0117,0.0031,9e-04,5e-04,0.001,-3.0209,-0.3854,-0.0279,2.3582,-2.3753,-1.2312,0.3195,1.9128,1.2756,-2.482,2.3675,1e-04,0.0057,0.9993,"CLCEP"
"HD 107805             ",0.17173388,0.00350925,0.3399585,0.3287,0.1133,0.0474,0.0213,0.2323,0.1696,0.0974,0.0273,0.0265,0.0029,0.0041,9e-04,2.8883,-0.5098,2.4273,-0.1476,0.9473,2.3913,-2.4623,-1.7723,0.9555,2.3832,-2.0079,2e-04,0.0183,0.997,"CLCEP"
"HD 112044             ",0.21324361,0.00102511,2.06919319,0.3116,0.1144,0.0471,0.017,0.1435,0.0418,0.0183,0.0595,0.0108,0.0018,0.0026,0.0043,2.7333,-0.7265,1.7984,-2.725,-1.0096,2.4704,-3.0929,1.9068,0.2415,-1.0285,-1.7049,0,0.0186,0.9977,"CLCEP"
"HD 164975             ",0.13167507,0.00098012,0.79072899,0.3367,0.108,0.0707,0.0283,0.1624,0.1454,0.1221,0.0646,0.0178,0.0038,0.0012,6e-04,-2.8614,-0.1257,0.9526,-0.6036,-2.158,2.1176,-0.1719,-0.5706,-1.5397,-0.2927,-1.1572,0,0.0163,0.9981,"CLCEP"
"HD 12767              ",0.52575117,2.08591322,1.41724884,0.0046,0.0021,0.0022,9e-04,0.0035,5e-04,4e-04,5e-04,0.0032,0.0014,6e-04,0.0017,-1.2762,-1.3164,-1.8878,-1.1512,1.3881,-2.1574,2.6434,-2.4681,0.3292,2.8317,-1.6959,0,0.5535,0.7158,"CP"
"HD 24975              ",33.41579764,2.62666583,25.13019214,0.0029,9e-04,0.001,3e-04,0.0022,8e-04,5e-04,4e-04,0.0024,3e-04,1e-04,3e-04,-2.8369,-2.3119,2.3091,-2.8407,0.1084,-1.9531,-1.5898,-2.7825,1.5211,-1.8079,2.5471,0,0.7512,0.5693,"CP"
"HD 25267              ",0.82607873,0.74042742,3.0126205,0.0102,0.001,0.0018,0.0011,0.0046,0.0019,0.0012,0.0027,0.0037,0.001,0.0015,0.0016,-2.9322,0.2615,2.922,-1.6534,0.9503,2.4431,-2.4871,0.1171,2.8535,2.5655,0.1724,0,0.3344,0.8904,"CP"
"                      ",0.43729656,3.03539831,3.98597356,0.0194,0.0048,6e-04,9e-04,0.0049,2e-04,7e-04,2e-04,0.0041,0.0016,0.0013,5e-04,0.2102,1.9191,-2.7506,-1.763,-2.0183,-0.1847,2.8365,0.3026,-2.8475,0.7803,-1.7257,0,0.1545,0.9442,"CP"
"HD 35298              ",1.08114461,1.54781241,7.26868842,0.0106,0.0035,9e-04,0.0014,0.0083,0.004,0.0014,0.0017,7e-04,8e-04,2e-04,3e-04,1.9287,-2.9921,-2.9766,1.7694,-0.4707,1.4303,1.7624,-0.9566,-1.1446,-0.5715,-0.3163,0,0.3681,0.9474,"CP"
"HD 36526              ",0.64648114,75.85823842,76.58140903,0.0131,0.0044,0.0018,7e-04,0.0037,0.001,8e-04,0.001,0.0029,6e-04,0.001,3e-04,-2.7228,0.8688,0.3644,2.3536,-1.323,2.6139,-2.9536,-2.7629,1.3213,-2.3694,-2.3874,0,0.0944,0.9572,"CP"
"                      ",1.24319724,1.18017937,1.0426288,0.0091,6e-04,7e-04,6e-04,0.0098,3e-04,4e-04,3e-04,0.0073,0.0023,0.002,9e-04,1.58,0.8289,2.33,2.5144,-2.7238,-2.7689,-0.8372,-0.8739,0.2841,2.5308,1.2343,0,0.7294,0.6789,"CP"
"HD 81009              ",4.02032033,6.19702284,4.62311899,0.0057,6e-04,0.0017,0.0011,0.0034,0.0012,5e-04,9e-04,0.003,4e-04,9e-04,0.0013,1.174,2.0712,2.5063,2.3695,-2.7392,-0.1032,-1.6486,1.6252,0.0261,3.0221,1.9143,0,0.6018,0.7609,"CP"
"HD 145102             ",0.70523667,2.38112423,0.6897918,0.0046,0.0018,4e-04,0.0013,0.0029,0.0012,8e-04,8e-04,0.003,2e-04,0.0012,9e-04,1.4977,2.552,-0.1003,-2.6446,-0.8944,0.6996,-2.9315,0.2229,-0.0251,-2.0559,2.5059,0,0.5424,0.7381,"CP"
"HD 147010             ",0.25505922,15.8995058,21.64948778,0.0208,0.0043,0.0018,0.0026,0.0063,0.0012,0.0019,8e-04,0.0055,9e-04,0.0013,8e-04,-1.2387,1.209,-0.4906,-3.0757,-1.6417,-0.7556,1.3123,-1.1944,-2.2871,-0.2637,-0.8053,0,0.1847,0.9145,"CP"
"HD 223640             ",0.26770567,3.0151155,0.54335157,0.0166,0.0029,0.0018,0.0011,0.0028,0.0023,0.0013,5e-04,0.0032,0.0012,0.0017,0.0011,-2.3441,-2.264,3.1035,0.7183,2.3103,1.1558,-2.1785,1.9355,3.0344,2.5427,-2.6537,0,0.0975,0.9701,"CP"
"HD 2724               ",7.38183166,5.73270548,5.31395268,0.0084,3e-04,7e-04,0.0011,0.0074,9e-04,5e-04,0.001,0.0064,0.0016,5e-04,6e-04,0.6781,-2.2745,-1.3611,-2.4661,3.1139,-2.4085,-2.606,-2.4341,1.56,-1.0752,-0.9526,0,0.768,0.5127,"DSCUT"
"HD 3112               ",1.28476362,22.28864272,11.66459056,0.0106,5e-04,0.003,0.0016,0.0075,8e-04,5e-04,9e-04,0.0036,0.0012,3e-04,8e-04,0.1617,-0.1992,1.8336,-0.0268,-1.9078,1.9377,0.5393,-0.7256,-1.6565,-1.4158,1.8508,0,0.5559,0.8093,"DSCUT"
"                      ",9.75652347,0.72246681,5.70035143,0.019,0.0031,0.001,0.0019,0.0136,0.0032,0.0046,0.0055,0.0116,0.0039,0.002,3e-04,1.5377,2.7064,-1.1591,-0.9275,2.3181,2.0803,-0.0304,2.7564,-1.7742,1.1727,-1.5467,0,0.508,0.8162,"DSCUT"
"HD 7312               ",11.16644721,24.44024354,17.71703845,0.0057,0.0021,7e-04,7e-04,0.0039,0,5e-04,2e-04,0.0028,0.0013,8e-04,8e-04,1.8617,1.1257,-0.386,-1.879,-2.7559,-0.3593,2.7078,1.9743,-0.3351,1.7935,-1.934,0,0.643,0.6227,"DSCUT"
"HD 9065               ",10.42372135,15.20722909,2.44729186,0.0076,4e-04,8e-04,2e-04,0.0052,5e-04,6e-04,7e-04,0.0027,5e-04,9e-04,7e-04,2.7321,0.0792,1.0458,-1.4554,-1.6864,-1.2102,-0.3007,0.2745,1.7032,-2.6338,-0.276,0,0.4033,0.8673,"DSCUT"
"HD 11522              ",11.06809311,10.6931527,11.06827417,0.0134,9e-04,3e-04,3e-04,0.0067,7e-04,6e-04,2e-04,0.0058,0.001,5e-04,2e-04,-2.2056,0.7324,-0.4759,-2.0087,-1.4485,-1.3895,2.7479,-2.5057,-2.8661,-0.8528,-1.4352,0,0.5644,0.6715,"DSCUT"
"HD 15634              ",10.29419755,0.03327357,19.37154923,0.0077,7e-04,3e-04,3e-04,0.0056,0.0016,0.001,0.0021,0.0029,4e-04,9e-04,1e-04,-1.8541,1.4463,2.0747,0.6386,-0.7812,-2.2617,2.6482,2.9113,-2.8917,1.3212,1.1039,0,0.6123,0.5598,"DSCUT"
"HD 16723              ",8.93250478,7.60574168,8.78768756,0.0069,3e-04,0.001,3e-04,0.0064,2e-04,6e-04,6e-04,0.0059,3e-04,3e-04,0.001,-0.8236,-0.1034,-2.3416,-1.3631,2.581,-1.6109,2.5387,0.4916,-2.424,-0.0563,-1.7517,0,0.7723,0.5544,"DSCUT"
"HD 69997              ",2.97569741,2.16042629,2.58806579,0.0047,0.0016,7e-04,0.0018,0.0049,0.0012,0.0022,3e-04,0.0047,6e-04,5e-04,3e-04,-2.9426,0.1044,-1.7987,2.362,-0.6202,-1.5524,1.8664,1.4241,0.3497,-1.2778,-1.2211,0,0.7766,0.5147,"DSCUT"
"HD 88824              ",8.98092993,11.75721095,10.26507445,0.0092,0.0016,0.0019,0.0016,0.0076,6e-04,0.0019,2e-04,0.0051,0.0022,3e-04,0.001,-1.2923,2.2209,-2.4598,-1.5848,-3.0092,2.7938,2.9379,-0.405,2.0572,-0.6648,-2.2041,0,0.7089,0.5635,"DSCUT"
"HD 93044              ",11.90808449,2.56051775,11.69551295,0.0231,0.0019,6e-04,4e-04,0.0073,0.0024,0.0012,0.0044,0.0056,9e-04,0.002,0.0015,-1.4925,-3.1316,1.4339,-0.9049,0.1728,0.6824,-0.3451,2.7098,-2.666,-2.3598,-1.551,0,0.3166,0.7986,"DSCUT"
"HD 101158             ",12.16069313,9.24761705,8.67694959,0.022,0.0024,0.0016,0.0017,0.0088,2e-04,0.0018,8e-04,0.0048,8e-04,0.0024,0.001,1.352,-0.0179,1.0877,-2.9766,-2.1457,1.2107,1.2618,-2.4755,-0.8596,-3.1275,-1.9673,0,0.236,0.9235,"DSCUT"
"HD 105513             ",6.85592033,6.6387709,6.8902555,0.0122,6e-04,0.0014,0.0013,0.0123,0.0019,0.0014,9e-04,0.0075,8e-04,3e-04,0.0021,2.7892,1.3119,1.5703,0.87,-2.0136,0.5317,2.383,-2.0646,2.4284,1.531,0.8185,0,0.5694,0.7817,"DSCUT"
"HD 144668             ",0.01090688,0.01533188,0.02396536,0.2866,0.0842,0.036,0.0017,0.1273,0.0296,0.0615,0.0291,0.1036,0.0222,0.0536,0.014,-1.4502,-2.7359,0.7754,0.3734,-2.2919,2.9462,2.4867,-0.7989,-0.2149,2.396,-1.2888,0,0.4674,0.7663,"DSCUT"
"HD 158741             ",8.95893059,4.6061477,7.19846568,0.0134,9e-04,5e-04,0.0013,0.0118,0.0021,9e-04,6e-04,0.0074,0.0012,7e-04,2e-04,0.3608,-2.8203,-1.4175,-1.3392,2.7287,0.4035,-1.1199,-1.5567,1.6254,2.3494,2.6221,0,0.6199,0.8519,"DSCUT"
"HD 208435             ",8.26773474,6.76834786,6.68136183,0.0106,0.0011,6e-04,4e-04,0.01,0.0011,3e-04,7e-04,0.0063,0.0015,6e-04,5e-04,2.4154,-0.6853,-1.4182,-0.7015,-2.7746,-0.83,-1.0996,1.7005,-2.5238,-0.7916,-0.9158,0,0.6938,0.5946,"DSCUT"
"HD 210111             ",26.99671736,25.49182894,0.23733591,0.005,0.0015,3e-04,9e-04,0.0038,6e-04,3e-04,2e-04,0.0032,0.001,0.0015,0.0018,1.4532,-2.9595,-0.4476,0.7819,-0.9101,0.1916,1.049,2.3139,-3.0472,-1.4852,-0.8566,0,0.6993,0.627,"DSCUT"
"HD 214441             ",7.93539859,7.09000191,12.02773991,0.0114,0.0013,4e-04,5e-04,0.0081,0.002,6e-04,6e-04,0.0054,7e-04,4e-04,2e-04,-2.5214,-1.3775,1.5697,0.3032,-2.5319,-1.8963,2.1385,-0.0671,1.9979,-0.2934,-0.6279,0,0.602,0.6481,"DSCUT"
"HD 218549             ",13.71237458,1.04148331,139.5675644,0.2474,0.0853,0.0278,0.0121,0.0345,0.0053,0.0075,0.0062,0.0063,9e-04,0.0012,0.0013,2.238,-1.6684,0.811,2.7986,2.9516,-2.4109,-0.9543,1.9758,3.0668,2.3674,0.984,0.0011,0.0088,0.9977,"DSCUT"
"HD 220392             ",4.67446535,5.52647829,3.93633575,0.0118,0.0014,0.0018,0.0017,0.0093,5e-04,8e-04,3e-04,0.0068,3e-04,0.0015,8e-04,2.9901,-2.0372,-2.8176,-1.7883,0.4316,-2.2522,-2.0793,-3.0692,0.4102,0.6376,0.5372,0,0.5653,0.7526,"DSCUT"
"HD 290764             ",10.31294021,0.01328809,11.11450316,0.0089,0.0015,0.0011,0.0014,0.0073,0.0081,0.003,0.0061,0.0035,5e-04,5e-04,0.001,0.023,1.4386,-2.2454,2.7686,-1.4748,-0.1831,1.1934,-0.1729,-0.876,-1.4187,0.5771,0,0.7261,0.7447,"DSCUT"
"HD 21981              ",2.13682508,1.06843536,0.59854469,0.0499,0.003,4e-04,3e-04,0.0251,0.0041,0.0041,0.0023,0.005,3e-04,7e-04,5e-04,-1.3921,-0.4132,-1.9595,2.0802,-0.6686,-1.5071,1.3495,1.1338,1.6582,0.7086,1.9987,0,0.2215,0.983,"ELL"
